"id","filename","git_pdf_template_type","industry_category_key","language","summary_of_changes","pdf_publication_date","accessibility_links","permalink","git_date_updated","language_code","industry_category_label"
"guidance-agriculture--ar.pdf","guidance-agriculture--ar.pdf","Guidance","agriculture","Arabic","","","","https://files.covid19.ca.gov/pdf/guidance-agriculture--ar.pdf","2020-08-06 12:05:20 -0700","ar","Agriculture and livestock"
"guidance-agriculture--zh-hant.pdf","guidance-agriculture--zh-hant.pdf","Guidance","agriculture","Chinese Traditional","","","","https://files.covid19.ca.gov/pdf/guidance-agriculture--zh-hant.pdf","2020-08-06 12:05:20 -0700","zh-hans","Agriculture and livestock"
"guidance-agriculture--zh-hans.pdf","guidance-agriculture--zh-hans.pdf","Guidance","agriculture","Chinese Simplified","","","","https://files.covid19.ca.gov/pdf/guidance-agriculture--zh-hans.pdf","2020-08-06 12:05:20 -0700","zh-hant","Agriculture and livestock"
"guidance-agriculture--km.pdf","guidance-agriculture--km.pdf","Guidance","agriculture","Khmer","","","","https://files.covid19.ca.gov/pdf/guidance-agriculture--km.pdf","2020-08-06 12:05:20 -0700","km","Agriculture and livestock"
"guidance-amusement-theme-parks--zh-hans.pdf","guidance-amusement-theme-parks--zh-hans.pdf","Guidance","amusement-theme-parks","Chinese Simplified","","","","https://files.covid19.ca.gov/pdf/guidance-amusement-theme-parks--zh-hans.pdf","2020-10-30 15:13:03 -0700","zh-hant","Amusement parks and theme parks"
"guidance-amusement-theme-parks--tl.pdf","guidance-amusement-theme-parks--tl.pdf","Guidance","amusement-theme-parks","Tagalog","","","","https://files.covid19.ca.gov/pdf/guidance-amusement-theme-parks--tl.pdf","2020-10-30 15:13:03 -0700","tl","Amusement parks and theme parks"
"guidance-amusement-theme-parks--vi.pdf","guidance-amusement-theme-parks--vi.pdf","Guidance","amusement-theme-parks","Vietnamese","","","","https://files.covid19.ca.gov/pdf/guidance-amusement-theme-parks--vi.pdf","2020-10-30 15:13:03 -0700","vi","Amusement parks and theme parks"
"guidance-amusement-theme-parks--en.pdf","guidance-amusement-theme-parks--en.pdf","Guidance","amusement-theme-parks","English","","","","https://files.covid19.ca.gov/pdf/guidance-amusement-theme-parks--en.pdf","2020-10-20 11:59:11 -0700","en","Amusement parks and theme parks"
"guidance-amusement-theme-parks--ru.pdf","guidance-amusement-theme-parks--ru.pdf","Guidance","amusement-theme-parks","Russian","","","","https://files.covid19.ca.gov/pdf/guidance-amusement-theme-parks--ru.pdf","2020-10-30 15:13:03 -0700","ru","Amusement parks and theme parks"
"guidance-amusement-theme-parks--km.pdf","guidance-amusement-theme-parks--km.pdf","Guidance","amusement-theme-parks","Khmer","","","","https://files.covid19.ca.gov/pdf/guidance-amusement-theme-parks--km.pdf","2020-10-30 15:13:03 -0700","km","Amusement parks and theme parks"
"guidance-amusement-theme-parks--zh-hant.pdf","guidance-amusement-theme-parks--zh-hant.pdf","Guidance","amusement-theme-parks","Chinese Traditional","","","","https://files.covid19.ca.gov/pdf/guidance-amusement-theme-parks--zh-hant.pdf","2020-10-30 15:13:03 -0700","zh-hans","Amusement parks and theme parks"
"guidance-amusement-theme-parks--hmn.pdf","guidance-amusement-theme-parks--hmn.pdf","Guidance","amusement-theme-parks","Hmong","","","","https://files.covid19.ca.gov/pdf/guidance-amusement-theme-parks--hmn.pdf","2020-10-30 15:13:03 -0700","hmn","Amusement parks and theme parks"
"guidance-amusement-theme-parks--hy.pdf","guidance-amusement-theme-parks--hy.pdf","Guidance","amusement-theme-parks","Armenian","","","","https://files.covid19.ca.gov/pdf/guidance-amusement-theme-parks--hy.pdf","2020-10-30 15:13:03 -0700","hy","Amusement parks and theme parks"
"guidance-amusement-theme-parks--ar.pdf","guidance-amusement-theme-parks--ar.pdf","Guidance","amusement-theme-parks","Arabic","","","","https://files.covid19.ca.gov/pdf/guidance-amusement-theme-parks--ar.pdf","2020-10-30 15:13:03 -0700","ar","Amusement parks and theme parks"
"guidance-amusement-theme-parks--ko.pdf","guidance-amusement-theme-parks--ko.pdf","Guidance","amusement-theme-parks","Korean","","","","https://files.covid19.ca.gov/pdf/guidance-amusement-theme-parks--ko.pdf","2020-10-30 15:13:03 -0700","ko","Amusement parks and theme parks"
"checklist-amusement-theme-parks--en.pdf","checklist-amusement-theme-parks--en.pdf","Checklist","amusement-theme-parks","English","","","","https://files.covid19.ca.gov/pdf/checklist-amusement-theme-parks--en.pdf","2020-11-06 18:54:49 -0800","en","Amusement parks and theme parks"
"guidance-amusement-theme-parks--es.pdf","guidance-amusement-theme-parks--es.pdf","Guidance","amusement-theme-parks","Spanish","","","","https://files.covid19.ca.gov/pdf/guidance-amusement-theme-parks--es.pdf","2020-10-29 11:38:21 -0700","es","Amusement parks and theme parks"
"guidance-amusement-theme-parks--th.pdf","guidance-amusement-theme-parks--th.pdf","Guidance","amusement-theme-parks","Thai","","","","https://files.covid19.ca.gov/pdf/guidance-amusement-theme-parks--th.pdf","2020-10-30 15:13:03 -0700","th","Amusement parks and theme parks"
"guidance-amusement-theme-parks--pa.pdf","guidance-amusement-theme-parks--pa.pdf","Guidance","amusement-theme-parks","Punjabi","","","","https://files.covid19.ca.gov/pdf/guidance-amusement-theme-parks--pa.pdf","2020-10-30 15:13:03 -0700","pa","Amusement parks and theme parks"
"guidance-auto-dealerships--tl.pdf","guidance-auto-dealerships--tl.pdf","Guidance","auto-dealerships","Tagalog","","","","https://files.covid19.ca.gov/pdf/guidance-auto-dealerships--tl.pdf","2020-08-06 13:16:59 -0700","tl","Auto dealerships"
"guidance-auto-dealerships--zh-hans.pdf","guidance-auto-dealerships--zh-hans.pdf","Guidance","auto-dealerships","Chinese Simplified","","","","https://files.covid19.ca.gov/pdf/guidance-auto-dealerships--zh-hans.pdf","2020-08-06 13:16:59 -0700","zh-hant","Auto dealerships"
"guidance-auto-dealerships--hy.pdf","guidance-auto-dealerships--hy.pdf","Guidance","auto-dealerships","Armenian","","","","https://files.covid19.ca.gov/pdf/guidance-auto-dealerships--hy.pdf","2020-08-06 13:16:59 -0700","hy","Auto dealerships"
"guidance-auto-dealerships--ko.pdf","guidance-auto-dealerships--ko.pdf","Guidance","auto-dealerships","Korean","","","","https://files.covid19.ca.gov/pdf/guidance-auto-dealerships--ko.pdf","2020-08-06 13:16:59 -0700","ko","Auto dealerships"
"guidance-auto-dealerships--km.pdf","guidance-auto-dealerships--km.pdf","Guidance","auto-dealerships","Khmer","","","","https://files.covid19.ca.gov/pdf/guidance-auto-dealerships--km.pdf","2020-08-06 13:16:59 -0700","km","Auto dealerships"
"checklist-auto-dealerships--en.pdf","checklist-auto-dealerships--en.pdf","Checklist","auto-dealerships","English","","","","https://files.covid19.ca.gov/pdf/checklist-auto-dealerships--en.pdf","2020-09-10 11:55:01 -0700","en","Auto dealerships"
"guidance-auto-dealerships--ar.pdf","guidance-auto-dealerships--ar.pdf","Guidance","auto-dealerships","Arabic","","","","https://files.covid19.ca.gov/pdf/guidance-auto-dealerships--ar.pdf","2020-08-06 13:16:59 -0700","ar","Auto dealerships"
"guidance-auto-dealerships--vi.pdf","guidance-auto-dealerships--vi.pdf","Guidance","auto-dealerships","Vietnamese","","","","https://files.covid19.ca.gov/pdf/guidance-auto-dealerships--vi.pdf","2020-08-06 13:16:59 -0700","vi","Auto dealerships"
"guidance-auto-dealerships--zh-hant.pdf","guidance-auto-dealerships--zh-hant.pdf","Guidance","auto-dealerships","Chinese Traditional","","","","https://files.covid19.ca.gov/pdf/guidance-auto-dealerships--zh-hant.pdf","2020-08-06 13:16:59 -0700","zh-hans","Auto dealerships"
"guidance-auto-dealerships--ru.pdf","guidance-auto-dealerships--ru.pdf","Guidance","auto-dealerships","Russian","","","","https://files.covid19.ca.gov/pdf/guidance-auto-dealerships--ru.pdf","2020-08-06 13:16:59 -0700","ru","Auto dealerships"
"guidance-auto-dealerships--hmn.pdf","guidance-auto-dealerships--hmn.pdf","Guidance","auto-dealerships","Hmong","","","","https://files.covid19.ca.gov/pdf/guidance-auto-dealerships--hmn.pdf","2020-08-06 13:16:59 -0700","hmn","Auto dealerships"
"guidance-auto-dealerships--es.pdf","guidance-auto-dealerships--es.pdf","Guidance","auto-dealerships","Spanish","","","","https://files.covid19.ca.gov/pdf/guidance-auto-dealerships--es.pdf","2020-08-06 13:16:59 -0700","es","Auto dealerships"
"guidance-auto-dealerships--th.pdf","guidance-auto-dealerships--th.pdf","Guidance","auto-dealerships","Thai","","","","https://files.covid19.ca.gov/pdf/guidance-auto-dealerships--th.pdf","2020-08-06 13:16:59 -0700","th","Auto dealerships"
"guidance-auto-dealerships--en.pdf","guidance-auto-dealerships--en.pdf","Guidance","auto-dealerships","English","","","","https://files.covid19.ca.gov/pdf/guidance-auto-dealerships--en.pdf","2020-08-03 14:23:21 -0700","en","Auto dealerships"
"guidance-bars--en.pdf","guidance-bars--en.pdf","Guidance","bars","English","","","","https://files.covid19.ca.gov/pdf/guidance-bars--en.pdf","2020-11-25 16:31:10 -0800","en","Bars, breweries, and distilleries"
"guidance-bars--es.pdf","guidance-bars--es.pdf","Guidance","bars","Spanish","","","","https://files.covid19.ca.gov/pdf/guidance-bars--es.pdf","2020-12-08 11:42:49 -0800","es","Bars, breweries, and distilleries"
"guidance-bars--ko.pdf","guidance-bars--ko.pdf","Guidance","bars","Korean","","","","https://files.covid19.ca.gov/pdf/guidance-bars--ko.pdf","2020-12-08 11:42:49 -0800","ko","Bars, breweries, and distilleries"
"guidance-bars--zh-hant.pdf","guidance-bars--zh-hant.pdf","Guidance","bars","Chinese Traditional","","","","https://files.covid19.ca.gov/pdf/guidance-bars--zh-hant.pdf","2020-12-08 11:42:49 -0800","zh-hans","Bars, breweries, and distilleries"
"guidance-bars--km.pdf","guidance-bars--km.pdf","Guidance","bars","Khmer","","","","https://files.covid19.ca.gov/pdf/guidance-bars--km.pdf","2020-12-08 11:42:49 -0800","km","Bars, breweries, and distilleries"
"guidance-bars--tl.pdf","guidance-bars--tl.pdf","Guidance","bars","Tagalog","","","","https://files.covid19.ca.gov/pdf/guidance-bars--tl.pdf","2020-12-08 11:42:49 -0800","tl","Bars, breweries, and distilleries"
"checklist-bars--en.pdf","checklist-bars--en.pdf","Checklist","bars","English","","","","https://files.covid19.ca.gov/pdf/checklist-bars--en.pdf","2020-12-01 09:02:02 -0800","en","Bars, breweries, and distilleries"
"guidance-bars--ar.pdf","guidance-bars--ar.pdf","Guidance","bars","Arabic","","","","https://files.covid19.ca.gov/pdf/guidance-bars--ar.pdf","2020-12-08 11:42:49 -0800","ar","Bars, breweries, and distilleries"
"guidance-bars--hy.pdf","guidance-bars--hy.pdf","Guidance","bars","Armenian","","","","https://files.covid19.ca.gov/pdf/guidance-bars--hy.pdf","2020-12-08 11:42:49 -0800","hy","Bars, breweries, and distilleries"
"guidance-bars--pa.pdf","guidance-bars--pa.pdf","Guidance","bars","Punjabi","","","","https://files.covid19.ca.gov/pdf/guidance-bars--pa.pdf","2020-12-08 11:42:49 -0800","pa","Bars, breweries, and distilleries"
"guidance-bars--ru.pdf","guidance-bars--ru.pdf","Guidance","bars","Russian","","","","https://files.covid19.ca.gov/pdf/guidance-bars--ru.pdf","2020-12-08 11:42:49 -0800","ru","Bars, breweries, and distilleries"
"guidance-bars--th.pdf","guidance-bars--th.pdf","Guidance","bars","Thai","","","","https://files.covid19.ca.gov/pdf/guidance-bars--th.pdf","2020-12-08 11:42:49 -0800","th","Bars, breweries, and distilleries"
"guidance-bars--hmn.pdf","guidance-bars--hmn.pdf","Guidance","bars","Hmong","","","","https://files.covid19.ca.gov/pdf/guidance-bars--hmn.pdf","2020-12-08 11:42:49 -0800","hmn","Bars, breweries, and distilleries"
"guidance-bars--vi.pdf","guidance-bars--vi.pdf","Guidance","bars","Vietnamese","","","","https://files.covid19.ca.gov/pdf/guidance-bars--vi.pdf","2020-12-08 11:42:49 -0800","vi","Bars, breweries, and distilleries"
"guidance-bars--zh-hans.pdf","guidance-bars--zh-hans.pdf","Guidance","bars","Chinese Simplified","","","","https://files.covid19.ca.gov/pdf/guidance-bars--zh-hans.pdf","2020-12-08 11:42:49 -0800","zh-hant","Bars, breweries, and distilleries"
"guidance-campgrounds-outdoor-recreation--ru.pdf","guidance-campgrounds-outdoor-recreation--ru.pdf","Guidance","campgrounds-outdoor-recreation","Russian","","","","https://files.covid19.ca.gov/pdf/guidance-campgrounds-outdoor-recreation--ru.pdf","2020-12-11 18:36:00 -0800","ru","Campgrounds"
"checklist-campgrounds.pdf","checklist-campgrounds.pdf","Checklist","campgrounds-outdoor-recreation","English","","","","https://files.covid19.ca.gov/pdf/checklist-campgrounds.pdf","2020-07-03 09:56:05 -0700","en","Campgrounds"
"guidance-campgrounds-outdoor-recreation--ar.pdf","guidance-campgrounds-outdoor-recreation--ar.pdf","Guidance","campgrounds-outdoor-recreation","Arabic","","","","https://files.covid19.ca.gov/pdf/guidance-campgrounds-outdoor-recreation--ar.pdf","2020-12-11 18:36:00 -0800","ar","Campgrounds"
"guidance-campgrounds-outdoor-recreation--ko.pdf","guidance-campgrounds-outdoor-recreation--ko.pdf","Guidance","campgrounds-outdoor-recreation","Korean","","","","https://files.covid19.ca.gov/pdf/guidance-campgrounds-outdoor-recreation--ko.pdf","2020-12-11 18:36:00 -0800","ko","Campgrounds"
"guidance-campgrounds-outdoor-recreation--hmn.pdf","guidance-campgrounds-outdoor-recreation--hmn.pdf","Guidance","campgrounds-outdoor-recreation","Hmong","","","","https://files.covid19.ca.gov/pdf/guidance-campgrounds-outdoor-recreation--hmn.pdf","2020-12-11 18:36:00 -0800","hmn","Campgrounds"
"guidance-campgrounds-outdoor-recreation--km.pdf","guidance-campgrounds-outdoor-recreation--km.pdf","Guidance","campgrounds-outdoor-recreation","Khmer","","","","https://files.covid19.ca.gov/pdf/guidance-campgrounds-outdoor-recreation--km.pdf","2020-12-11 18:36:00 -0800","km","Campgrounds"
"guidance-campgrounds-outdoor-recreation--zh-hans.pdf","guidance-campgrounds-outdoor-recreation--zh-hans.pdf","Guidance","campgrounds-outdoor-recreation","Chinese Simplified","","","","https://files.covid19.ca.gov/pdf/guidance-campgrounds-outdoor-recreation--zh-hans.pdf","2020-12-11 18:36:00 -0800","zh-hant","Campgrounds"
"guidance-campgrounds-outdoor-recreation--hy.pdf","guidance-campgrounds-outdoor-recreation--hy.pdf","Guidance","campgrounds-outdoor-recreation","Armenian","","","","https://files.covid19.ca.gov/pdf/guidance-campgrounds-outdoor-recreation--hy.pdf","2020-12-11 18:36:00 -0800","hy","Campgrounds"
"guidance-campgrounds-outdoor-recreation--zh-hant.pdf","guidance-campgrounds-outdoor-recreation--zh-hant.pdf","Guidance","campgrounds-outdoor-recreation","Chinese Traditional","","","","https://files.covid19.ca.gov/pdf/guidance-campgrounds-outdoor-recreation--zh-hant.pdf","2020-12-11 18:36:00 -0800","zh-hans","Campgrounds"
"guidance-campgrounds-outdoor-recreation--th.pdf","guidance-campgrounds-outdoor-recreation--th.pdf","Guidance","campgrounds-outdoor-recreation","Thai","","","","https://files.covid19.ca.gov/pdf/guidance-campgrounds-outdoor-recreation--th.pdf","2020-12-11 18:36:00 -0800","th","Campgrounds"
"guidance-campgrounds-outdoor-recreation--es.pdf","guidance-campgrounds-outdoor-recreation--es.pdf","Guidance","campgrounds-outdoor-recreation","Spanish","","","","https://files.covid19.ca.gov/pdf/guidance-campgrounds-outdoor-recreation--es.pdf","2020-12-11 18:36:00 -0800","es","Campgrounds"
"guidance-campgrounds-outdoor-recreation--vi.pdf","guidance-campgrounds-outdoor-recreation--vi.pdf","Guidance","campgrounds-outdoor-recreation","Vietnamese","","","","https://files.covid19.ca.gov/pdf/guidance-campgrounds-outdoor-recreation--vi.pdf","2020-12-11 18:36:00 -0800","vi","Campgrounds"
"guidance-campgrounds-outdoor-recreation--tl.pdf","guidance-campgrounds-outdoor-recreation--tl.pdf","Guidance","campgrounds-outdoor-recreation","Tagalog","","","","https://files.covid19.ca.gov/pdf/guidance-campgrounds-outdoor-recreation--tl.pdf","2020-12-11 18:36:00 -0800","tl","Campgrounds"
"guidance-campgrounds-outdoor-recreation--en.pdf","guidance-campgrounds-outdoor-recreation--en.pdf","Guidance","campgrounds-outdoor-recreation","English","","","","https://files.covid19.ca.gov/pdf/guidance-campgrounds-outdoor-recreation--en.pdf","2020-12-01 16:53:07 -0800","en","Campgrounds"
"guidance-campgrounds-outdoor-recreation--pa.pdf","guidance-campgrounds-outdoor-recreation--pa.pdf","Guidance","campgrounds-outdoor-recreation","Punjabi","","","","https://files.covid19.ca.gov/pdf/guidance-campgrounds-outdoor-recreation--pa.pdf","2020-12-11 18:36:00 -0800","pa","Campgrounds"
"guidance-cardrooms-racetracks--ru.pdf","guidance-cardrooms-racetracks--ru.pdf","Guidance","cardrooms-racetracks","Russian","","","","https://files.covid19.ca.gov/pdf/guidance-cardrooms-racetracks--ru.pdf","2020-08-10 17:44:33 -0700","ru","Cardrooms and racetracks"
"guidance-cardrooms-racetracks--zh-hans.pdf","guidance-cardrooms-racetracks--zh-hans.pdf","Guidance","cardrooms-racetracks","Chinese Simplified","","","","https://files.covid19.ca.gov/pdf/guidance-cardrooms-racetracks--zh-hans.pdf","2020-08-10 17:44:33 -0700","zh-hant","Cardrooms and racetracks"
"guidance-cardrooms-racetracks--ar.pdf","guidance-cardrooms-racetracks--ar.pdf","Guidance","cardrooms-racetracks","Arabic","","","","https://files.covid19.ca.gov/pdf/guidance-cardrooms-racetracks--ar.pdf","2020-08-10 17:44:33 -0700","ar","Cardrooms and racetracks"
"guidance-cardrooms-racetracks--es.pdf","guidance-cardrooms-racetracks--es.pdf","Guidance","cardrooms-racetracks","Spanish","","","","https://files.covid19.ca.gov/pdf/guidance-cardrooms-racetracks--es.pdf","2020-08-10 17:44:33 -0700","es","Cardrooms and racetracks"
"guidance-cardrooms-racetracks--en.pdf","guidance-cardrooms-racetracks--en.pdf","Guidance","cardrooms-racetracks","English","","","","https://files.covid19.ca.gov/pdf/guidance-cardrooms-racetracks--en.pdf","2020-08-03 14:23:21 -0700","en","Cardrooms and racetracks"
"checklist-cardrooms-racetracks--en.pdf","checklist-cardrooms-racetracks--en.pdf","Checklist","cardrooms-racetracks","English","","","","https://files.covid19.ca.gov/pdf/checklist-cardrooms-racetracks--en.pdf","2020-09-10 11:55:01 -0700","en","Cardrooms and racetracks"
"guidance-cardrooms-racetracks--km.pdf","guidance-cardrooms-racetracks--km.pdf","Guidance","cardrooms-racetracks","Khmer","","","","https://files.covid19.ca.gov/pdf/guidance-cardrooms-racetracks--km.pdf","2020-08-10 17:44:33 -0700","km","Cardrooms and racetracks"
"guidance-cardrooms-racetracks--hmn.pdf","guidance-cardrooms-racetracks--hmn.pdf","Guidance","cardrooms-racetracks","Hmong","","","","https://files.covid19.ca.gov/pdf/guidance-cardrooms-racetracks--hmn.pdf","2020-08-10 17:44:33 -0700","hmn","Cardrooms and racetracks"
"guidance-cardrooms-racetracks--th.pdf","guidance-cardrooms-racetracks--th.pdf","Guidance","cardrooms-racetracks","Thai","","","","https://files.covid19.ca.gov/pdf/guidance-cardrooms-racetracks--th.pdf","2020-08-10 17:44:33 -0700","th","Cardrooms and racetracks"
"guidance-cardrooms-racetracks--ko.pdf","guidance-cardrooms-racetracks--ko.pdf","Guidance","cardrooms-racetracks","Korean","","","","https://files.covid19.ca.gov/pdf/guidance-cardrooms-racetracks--ko.pdf","2020-08-10 17:44:33 -0700","ko","Cardrooms and racetracks"
"guidance-cardrooms-racetracks--hy.pdf","guidance-cardrooms-racetracks--hy.pdf","Guidance","cardrooms-racetracks","Armenian","","","","https://files.covid19.ca.gov/pdf/guidance-cardrooms-racetracks--hy.pdf","2020-08-10 17:44:33 -0700","hy","Cardrooms and racetracks"
"guidance-cardrooms-racetracks--vi.pdf","guidance-cardrooms-racetracks--vi.pdf","Guidance","cardrooms-racetracks","Vietnamese","","","","https://files.covid19.ca.gov/pdf/guidance-cardrooms-racetracks--vi.pdf","2020-08-10 17:44:33 -0700","vi","Cardrooms and racetracks"
"guidance-cardrooms-racetracks--tl.pdf","guidance-cardrooms-racetracks--tl.pdf","Guidance","cardrooms-racetracks","Tagalog","","","","https://files.covid19.ca.gov/pdf/guidance-cardrooms-racetracks--tl.pdf","2020-08-10 17:44:33 -0700","tl","Cardrooms and racetracks"
"guidance-cardrooms-racetracks--zh-hant.pdf","guidance-cardrooms-racetracks--zh-hant.pdf","Guidance","cardrooms-racetracks","Chinese Traditional","","","","https://files.covid19.ca.gov/pdf/guidance-cardrooms-racetracks--zh-hant.pdf","2020-08-10 17:44:33 -0700","zh-hans","Cardrooms and racetracks"
"guidance-childcare--en.pdf","guidance-childcare--en.pdf","Guidance","childcare","English","","","","https://files.covid19.ca.gov/pdf/guidance-childcare--en.pdf","2020-07-17 12:28:54 -0700","en","Childcare"
"checklist-childcare--en.pdf","checklist-childcare--en.pdf","Checklist","childcare","English","","","","https://files.covid19.ca.gov/pdf/checklist-childcare--en.pdf","2020-07-20 09:54:02 -0700","en","Childcare"
"guidance-schools-cohort-FAQ--hmn.pdf","guidance-schools-cohort-FAQ--hmn.pdf","Guidance","cohorts","Hmong","","","","https://files.covid19.ca.gov/pdf/guidance-schools-cohort-FAQ--hmn.pdf","2020-10-09 15:40:00 -0700","hmn","Cohorts for children and youth in supervised settings"
"guidance-schools-cohort-FAQ--th.pdf","guidance-schools-cohort-FAQ--th.pdf","Guidance","cohorts","Thai","","","","https://files.covid19.ca.gov/pdf/guidance-schools-cohort-FAQ--th.pdf","2020-10-09 15:40:00 -0700","th","Cohorts for children and youth in supervised settings"
"guidance-schools-cohort-FAQ--ar.pdf","guidance-schools-cohort-FAQ--ar.pdf","Guidance","cohorts","Arabic","","","","https://files.covid19.ca.gov/pdf/guidance-schools-cohort-FAQ--ar.pdf","2020-10-09 15:40:00 -0700","ar","Cohorts for children and youth in supervised settings"
"guidance-schools-cohort-FAQ--vi.pdf","guidance-schools-cohort-FAQ--vi.pdf","Guidance","cohorts","Vietnamese","","","","https://files.covid19.ca.gov/pdf/guidance-schools-cohort-FAQ--vi.pdf","2020-10-09 15:40:00 -0700","vi","Cohorts for children and youth in supervised settings"
"guidance-schools-cohort-FAQ--zh-hant.pdf","guidance-schools-cohort-FAQ--zh-hant.pdf","Guidance","cohorts","Chinese Traditional","","","","https://files.covid19.ca.gov/pdf/guidance-schools-cohort-FAQ--zh-hant.pdf","2020-10-09 15:40:00 -0700","zh-hans","Cohorts for children and youth in supervised settings"
"guidance-schools-cohort-FAQ--en.pdf","guidance-schools-cohort-FAQ--en.pdf","Guidance","cohorts","English","","","","https://files.covid19.ca.gov/pdf/guidance-schools-cohort-FAQ--en.pdf","2020-09-10 11:55:01 -0700","en","Cohorts for children and youth in supervised settings"
"guidance-schools-cohort-FAQ--pa.pdf","guidance-schools-cohort-FAQ--pa.pdf","Guidance","cohorts","Punjabi","","","","https://files.covid19.ca.gov/pdf/guidance-schools-cohort-FAQ--pa.pdf","2020-10-09 15:40:00 -0700","pa","Cohorts for children and youth in supervised settings"
"guidance-schools-cohort-FAQ--km.pdf","guidance-schools-cohort-FAQ--km.pdf","Guidance","cohorts","Khmer","","","","https://files.covid19.ca.gov/pdf/guidance-schools-cohort-FAQ--km.pdf","2020-10-09 15:40:00 -0700","km","Cohorts for children and youth in supervised settings"
"guidance-schools-cohort-FAQ--tl.pdf","guidance-schools-cohort-FAQ--tl.pdf","Guidance","cohorts","Tagalog","","","","https://files.covid19.ca.gov/pdf/guidance-schools-cohort-FAQ--tl.pdf","2020-10-09 15:40:00 -0700","tl","Cohorts for children and youth in supervised settings"
"guidance-schools-cohort-FAQ--hy.pdf","guidance-schools-cohort-FAQ--hy.pdf","Guidance","cohorts","Armenian","","","","https://files.covid19.ca.gov/pdf/guidance-schools-cohort-FAQ--hy.pdf","2020-10-09 15:40:00 -0700","hy","Cohorts for children and youth in supervised settings"
