"id","filename","git_pdf_template_type","industry_category_key","pdf_language","summary_of_changes","pdf_publication_date","accessibility_links","permalink","git_date_updated"
"guidance-agriculture--km.pdf","guidance-agriculture--km.pdf","Guidance","agriculture","Khmer",,,,"https://files.covid19.ca.gov/pdf/guidance-agriculture--km.pdf","2020-08-06 12:05:20 -0700"
"guidance-amusement-theme-parks--zh-hans.pdf","guidance-amusement-theme-parks--zh-hans.pdf","Guidance","amusement-theme-parks","Chinese-Simplified",,,,"https://files.covid19.ca.gov/pdf/guidance-amusement-theme-parks--zh-hans.pdf","2020-10-30 15:13:03 -0700"
"guidance-amusement-theme-parks--tl.pdf","guidance-amusement-theme-parks--tl.pdf","Guidance","amusement-theme-parks","Tagalog",,,,"https://files.covid19.ca.gov/pdf/guidance-amusement-theme-parks--tl.pdf","2020-10-30 15:13:03 -0700"
"guidance-amusement-theme-parks--vi.pdf","guidance-amusement-theme-parks--vi.pdf","Guidance","amusement-theme-parks","Vietnamese",,,,"https://files.covid19.ca.gov/pdf/guidance-amusement-theme-parks--vi.pdf","2020-10-30 15:13:03 -0700"
"guidance-amusement-theme-parks--en.pdf","guidance-amusement-theme-parks--en.pdf","Guidance","amusement-theme-parks","English",,,,"https://files.covid19.ca.gov/pdf/guidance-amusement-theme-parks--en.pdf","2020-10-20 11:59:11 -0700"
"guidance-amusement-theme-parks--ru.pdf","guidance-amusement-theme-parks--ru.pdf","Guidance","amusement-theme-parks","Russian",,,,"https://files.covid19.ca.gov/pdf/guidance-amusement-theme-parks--ru.pdf","2020-10-30 15:13:03 -0700"
"guidance-amusement-theme-parks--km.pdf","guidance-amusement-theme-parks--km.pdf","Guidance","amusement-theme-parks","Khmer",,,,"https://files.covid19.ca.gov/pdf/guidance-amusement-theme-parks--km.pdf","2020-10-30 15:13:03 -0700"
"guidance-amusement-theme-parks--zh-hant.pdf","guidance-amusement-theme-parks--zh-hant.pdf","Guidance","amusement-theme-parks","Chinese-Traditional",,,,"https://files.covid19.ca.gov/pdf/guidance-amusement-theme-parks--zh-hant.pdf","2020-10-30 15:13:03 -0700"
"guidance-amusement-theme-parks--hmn.pdf","guidance-amusement-theme-parks--hmn.pdf","Guidance","amusement-theme-parks","Hmong",,,,"https://files.covid19.ca.gov/pdf/guidance-amusement-theme-parks--hmn.pdf","2020-10-30 15:13:03 -0700"
"guidance-amusement-theme-parks--hy.pdf","guidance-amusement-theme-parks--hy.pdf","Guidance","amusement-theme-parks","Armenian",,,,"https://files.covid19.ca.gov/pdf/guidance-amusement-theme-parks--hy.pdf","2020-10-30 15:13:03 -0700"
"guidance-amusement-theme-parks--ar.pdf","guidance-amusement-theme-parks--ar.pdf","Guidance","amusement-theme-parks","Arabic",,,,"https://files.covid19.ca.gov/pdf/guidance-amusement-theme-parks--ar.pdf","2020-10-30 15:13:03 -0700"
"guidance-amusement-theme-parks--ko.pdf","guidance-amusement-theme-parks--ko.pdf","Guidance","amusement-theme-parks","Korean",,,,"https://files.covid19.ca.gov/pdf/guidance-amusement-theme-parks--ko.pdf","2020-10-30 15:13:03 -0700"
"checklist-amusement-theme-parks--en.pdf","checklist-amusement-theme-parks--en.pdf","Checklist","amusement-theme-parks","English",,,,"https://files.covid19.ca.gov/pdf/checklist-amusement-theme-parks--en.pdf","2020-11-06 18:54:49 -0800"
"guidance-amusement-theme-parks--es.pdf","guidance-amusement-theme-parks--es.pdf","Guidance","amusement-theme-parks","Spanish",,,,"https://files.covid19.ca.gov/pdf/guidance-amusement-theme-parks--es.pdf","2020-10-29 11:38:21 -0700"
"guidance-amusement-theme-parks--th.pdf","guidance-amusement-theme-parks--th.pdf","Guidance","amusement-theme-parks","Thai",,,,"https://files.covid19.ca.gov/pdf/guidance-amusement-theme-parks--th.pdf","2020-10-30 15:13:03 -0700"
"guidance-amusement-theme-parks--pa.pdf","guidance-amusement-theme-parks--pa.pdf","Guidance","amusement-theme-parks","Punjabi",,,,"https://files.covid19.ca.gov/pdf/guidance-amusement-theme-parks--pa.pdf","2020-10-30 15:13:03 -0700"
"guidance-auto-dealerships--tl.pdf","guidance-auto-dealerships--tl.pdf","Guidance","auto-dealerships","Tagalog",,,,"https://files.covid19.ca.gov/pdf/guidance-auto-dealerships--tl.pdf","2020-08-06 13:16:59 -0700"
"guidance-auto-dealerships--zh-hans.pdf","guidance-auto-dealerships--zh-hans.pdf","Guidance","auto-dealerships","Chinese-Simplified",,,,"https://files.covid19.ca.gov/pdf/guidance-auto-dealerships--zh-hans.pdf","2020-08-06 13:16:59 -0700"
"guidance-auto-dealerships--hy.pdf","guidance-auto-dealerships--hy.pdf","Guidance","auto-dealerships","Armenian",,,,"https://files.covid19.ca.gov/pdf/guidance-auto-dealerships--hy.pdf","2020-08-06 13:16:59 -0700"
"guidance-auto-dealerships--ko.pdf","guidance-auto-dealerships--ko.pdf","Guidance","auto-dealerships","Korean",,,,"https://files.covid19.ca.gov/pdf/guidance-auto-dealerships--ko.pdf","2020-08-06 13:16:59 -0700"
"guidance-auto-dealerships--km.pdf","guidance-auto-dealerships--km.pdf","Guidance","auto-dealerships","Khmer",,,,"https://files.covid19.ca.gov/pdf/guidance-auto-dealerships--km.pdf","2020-08-06 13:16:59 -0700"
"checklist-auto-dealerships--en.pdf","checklist-auto-dealerships--en.pdf","Checklist","auto-dealerships","English",,,,"https://files.covid19.ca.gov/pdf/checklist-auto-dealerships--en.pdf","2020-09-10 11:55:01 -0700"
"guidance-auto-dealerships--ar.pdf","guidance-auto-dealerships--ar.pdf","Guidance","auto-dealerships","Arabic",,,,"https://files.covid19.ca.gov/pdf/guidance-auto-dealerships--ar.pdf","2020-08-06 13:16:59 -0700"
"guidance-auto-dealerships--vi.pdf","guidance-auto-dealerships--vi.pdf","Guidance","auto-dealerships","Vietnamese",,,,"https://files.covid19.ca.gov/pdf/guidance-auto-dealerships--vi.pdf","2020-08-06 13:16:59 -0700"
"guidance-auto-dealerships--zh-hant.pdf","guidance-auto-dealerships--zh-hant.pdf","Guidance","auto-dealerships","Chinese-Traditional",,,,"https://files.covid19.ca.gov/pdf/guidance-auto-dealerships--zh-hant.pdf","2020-08-06 13:16:59 -0700"
"guidance-auto-dealerships--ru.pdf","guidance-auto-dealerships--ru.pdf","Guidance","auto-dealerships","Russian",,,,"https://files.covid19.ca.gov/pdf/guidance-auto-dealerships--ru.pdf","2020-08-06 13:16:59 -0700"
"guidance-auto-dealerships--hmn.pdf","guidance-auto-dealerships--hmn.pdf","Guidance","auto-dealerships","Hmong",,,,"https://files.covid19.ca.gov/pdf/guidance-auto-dealerships--hmn.pdf","2020-08-06 13:16:59 -0700"
"guidance-auto-dealerships--es.pdf","guidance-auto-dealerships--es.pdf","Guidance","auto-dealerships","Spanish",,,,"https://files.covid19.ca.gov/pdf/guidance-auto-dealerships--es.pdf","2020-08-06 13:16:59 -0700"
"guidance-auto-dealerships--th.pdf","guidance-auto-dealerships--th.pdf","Guidance","auto-dealerships","Thai",,,,"https://files.covid19.ca.gov/pdf/guidance-auto-dealerships--th.pdf","2020-08-06 13:16:59 -0700"
"guidance-auto-dealerships--en.pdf","guidance-auto-dealerships--en.pdf","Guidance","auto-dealerships","English",,,,"https://files.covid19.ca.gov/pdf/guidance-auto-dealerships--en.pdf","2020-08-03 14:23:21 -0700"
"guidance-bars--en.pdf","guidance-bars--en.pdf","Guidance","bars","English",,,,"https://files.covid19.ca.gov/pdf/guidance-bars--en.pdf","2020-11-25 16:31:10 -0800"
"guidance-bars--es.pdf","guidance-bars--es.pdf","Guidance","bars","Spanish",,,,"https://files.covid19.ca.gov/pdf/guidance-bars--es.pdf","2020-12-08 11:42:49 -0800"
"guidance-bars--ko.pdf","guidance-bars--ko.pdf","Guidance","bars","Korean",,,,"https://files.covid19.ca.gov/pdf/guidance-bars--ko.pdf","2020-12-08 11:42:49 -0800"
"guidance-bars--zh-hant.pdf","guidance-bars--zh-hant.pdf","Guidance","bars","Chinese-Traditional",,,,"https://files.covid19.ca.gov/pdf/guidance-bars--zh-hant.pdf","2020-12-08 11:42:49 -0800"
"guidance-bars--km.pdf","guidance-bars--km.pdf","Guidance","bars","Khmer",,,,"https://files.covid19.ca.gov/pdf/guidance-bars--km.pdf","2020-12-08 11:42:49 -0800"
"guidance-bars--tl.pdf","guidance-bars--tl.pdf","Guidance","bars","Tagalog",,,,"https://files.covid19.ca.gov/pdf/guidance-bars--tl.pdf","2020-12-08 11:42:49 -0800"
"checklist-bars--en.pdf","checklist-bars--en.pdf","Checklist","bars","English",,,,"https://files.covid19.ca.gov/pdf/checklist-bars--en.pdf","2020-12-01 09:02:02 -0800"
"guidance-bars--ar.pdf","guidance-bars--ar.pdf","Guidance","bars","Arabic",,,,"https://files.covid19.ca.gov/pdf/guidance-bars--ar.pdf","2020-12-08 11:42:49 -0800"
"guidance-bars--hy.pdf","guidance-bars--hy.pdf","Guidance","bars","Armenian",,,,"https://files.covid19.ca.gov/pdf/guidance-bars--hy.pdf","2020-12-08 11:42:49 -0800"
"guidance-bars--pa.pdf","guidance-bars--pa.pdf","Guidance","bars","Punjabi",,,,"https://files.covid19.ca.gov/pdf/guidance-bars--pa.pdf","2020-12-08 11:42:49 -0800"
"guidance-bars--ru.pdf","guidance-bars--ru.pdf","Guidance","bars","Russian",,,,"https://files.covid19.ca.gov/pdf/guidance-bars--ru.pdf","2020-12-08 11:42:49 -0800"
"guidance-bars--th.pdf","guidance-bars--th.pdf","Guidance","bars","Thai",,,,"https://files.covid19.ca.gov/pdf/guidance-bars--th.pdf","2020-12-08 11:42:49 -0800"
"guidance-bars--hmn.pdf","guidance-bars--hmn.pdf","Guidance","bars","Hmong",,,,"https://files.covid19.ca.gov/pdf/guidance-bars--hmn.pdf","2020-12-08 11:42:49 -0800"
"guidance-bars--vi.pdf","guidance-bars--vi.pdf","Guidance","bars","Vietnamese",,,,"https://files.covid19.ca.gov/pdf/guidance-bars--vi.pdf","2020-12-08 11:42:49 -0800"
"guidance-bars--zh-hans.pdf","guidance-bars--zh-hans.pdf","Guidance","bars","Chinese-Simplified",,,,"https://files.covid19.ca.gov/pdf/guidance-bars--zh-hans.pdf","2020-12-08 11:42:49 -0800"
"guidance-campgrounds-outdoor-recreation--ru.pdf","guidance-campgrounds-outdoor-recreation--ru.pdf","Guidance","campgrounds-outdoor-recreation","Russian",,,,"https://files.covid19.ca.gov/pdf/guidance-campgrounds-outdoor-recreation--ru.pdf","2020-12-11 18:36:00 -0800"
"checklist-campgrounds.pdf","checklist-campgrounds.pdf","Checklist","campgrounds-outdoor-recreation","English",,,,"https://files.covid19.ca.gov/pdf/checklist-campgrounds.pdf","2020-07-03 09:56:05 -0700"
"guidance-campgrounds-outdoor-recreation--ar.pdf","guidance-campgrounds-outdoor-recreation--ar.pdf","Guidance","campgrounds-outdoor-recreation","Arabic",,,,"https://files.covid19.ca.gov/pdf/guidance-campgrounds-outdoor-recreation--ar.pdf","2020-12-11 18:36:00 -0800"
"guidance-campgrounds-outdoor-recreation--ko.pdf","guidance-campgrounds-outdoor-recreation--ko.pdf","Guidance","campgrounds-outdoor-recreation","Korean",,,,"https://files.covid19.ca.gov/pdf/guidance-campgrounds-outdoor-recreation--ko.pdf","2020-12-11 18:36:00 -0800"
"guidance-campgrounds-outdoor-recreation--hmn.pdf","guidance-campgrounds-outdoor-recreation--hmn.pdf","Guidance","campgrounds-outdoor-recreation","Hmong",,,,"https://files.covid19.ca.gov/pdf/guidance-campgrounds-outdoor-recreation--hmn.pdf","2020-12-11 18:36:00 -0800"
"guidance-campgrounds-outdoor-recreation--km.pdf","guidance-campgrounds-outdoor-recreation--km.pdf","Guidance","campgrounds-outdoor-recreation","Khmer",,,,"https://files.covid19.ca.gov/pdf/guidance-campgrounds-outdoor-recreation--km.pdf","2020-12-11 18:36:00 -0800"
"guidance-campgrounds-outdoor-recreation--zh-hans.pdf","guidance-campgrounds-outdoor-recreation--zh-hans.pdf","Guidance","campgrounds-outdoor-recreation","Chinese-Simplified",,,,"https://files.covid19.ca.gov/pdf/guidance-campgrounds-outdoor-recreation--zh-hans.pdf","2020-12-11 18:36:00 -0800"
"guidance-campgrounds-outdoor-recreation--hy.pdf","guidance-campgrounds-outdoor-recreation--hy.pdf","Guidance","campgrounds-outdoor-recreation","Armenian",,,,"https://files.covid19.ca.gov/pdf/guidance-campgrounds-outdoor-recreation--hy.pdf","2020-12-11 18:36:00 -0800"
"guidance-campgrounds-outdoor-recreation--zh-hant.pdf","guidance-campgrounds-outdoor-recreation--zh-hant.pdf","Guidance","campgrounds-outdoor-recreation","Chinese-Traditional",,,,"https://files.covid19.ca.gov/pdf/guidance-campgrounds-outdoor-recreation--zh-hant.pdf","2020-12-11 18:36:00 -0800"
"guidance-campgrounds-outdoor-recreation--th.pdf","guidance-campgrounds-outdoor-recreation--th.pdf","Guidance","campgrounds-outdoor-recreation","Thai",,,,"https://files.covid19.ca.gov/pdf/guidance-campgrounds-outdoor-recreation--th.pdf","2020-12-11 18:36:00 -0800"
"guidance-campgrounds-outdoor-recreation--es.pdf","guidance-campgrounds-outdoor-recreation--es.pdf","Guidance","campgrounds-outdoor-recreation","Spanish",,,,"https://files.covid19.ca.gov/pdf/guidance-campgrounds-outdoor-recreation--es.pdf","2020-12-11 18:36:00 -0800"
"guidance-campgrounds-outdoor-recreation--vi.pdf","guidance-campgrounds-outdoor-recreation--vi.pdf","Guidance","campgrounds-outdoor-recreation","Vietnamese",,,,"https://files.covid19.ca.gov/pdf/guidance-campgrounds-outdoor-recreation--vi.pdf","2020-12-11 18:36:00 -0800"
"guidance-campgrounds-outdoor-recreation--tl.pdf","guidance-campgrounds-outdoor-recreation--tl.pdf","Guidance","campgrounds-outdoor-recreation","Tagalog",,,,"https://files.covid19.ca.gov/pdf/guidance-campgrounds-outdoor-recreation--tl.pdf","2020-12-11 18:36:00 -0800"
"guidance-campgrounds-outdoor-recreation--en.pdf","guidance-campgrounds-outdoor-recreation--en.pdf","Guidance","campgrounds-outdoor-recreation","English",,,,"https://files.covid19.ca.gov/pdf/guidance-campgrounds-outdoor-recreation--en.pdf","2020-12-01 16:53:07 -0800"
"guidance-campgrounds-outdoor-recreation--pa.pdf","guidance-campgrounds-outdoor-recreation--pa.pdf","Guidance","campgrounds-outdoor-recreation","Punjabi",,,,"https://files.covid19.ca.gov/pdf/guidance-campgrounds-outdoor-recreation--pa.pdf","2020-12-11 18:36:00 -0800"
"guidance-cardrooms-racetracks--ru.pdf","guidance-cardrooms-racetracks--ru.pdf","Guidance","cardrooms-racetracks","Russian",,,,"https://files.covid19.ca.gov/pdf/guidance-cardrooms-racetracks--ru.pdf","2020-08-10 17:44:33 -0700"
"guidance-cardrooms-racetracks--zh-hans.pdf","guidance-cardrooms-racetracks--zh-hans.pdf","Guidance","cardrooms-racetracks","Chinese-Simplified",,,,"https://files.covid19.ca.gov/pdf/guidance-cardrooms-racetracks--zh-hans.pdf","2020-08-10 17:44:33 -0700"
"guidance-cardrooms-racetracks--ar.pdf","guidance-cardrooms-racetracks--ar.pdf","Guidance","cardrooms-racetracks","Arabic",,,,"https://files.covid19.ca.gov/pdf/guidance-cardrooms-racetracks--ar.pdf","2020-08-10 17:44:33 -0700"
"guidance-cardrooms-racetracks--es.pdf","guidance-cardrooms-racetracks--es.pdf","Guidance","cardrooms-racetracks","Spanish",,,,"https://files.covid19.ca.gov/pdf/guidance-cardrooms-racetracks--es.pdf","2020-08-10 17:44:33 -0700"
"guidance-cardrooms-racetracks--en.pdf","guidance-cardrooms-racetracks--en.pdf","Guidance","cardrooms-racetracks","English",,,,"https://files.covid19.ca.gov/pdf/guidance-cardrooms-racetracks--en.pdf","2020-08-03 14:23:21 -0700"
"checklist-cardrooms-racetracks--en.pdf","checklist-cardrooms-racetracks--en.pdf","Checklist","cardrooms-racetracks","English",,,,"https://files.covid19.ca.gov/pdf/checklist-cardrooms-racetracks--en.pdf","2020-09-10 11:55:01 -0700"
"guidance-cardrooms-racetracks--km.pdf","guidance-cardrooms-racetracks--km.pdf","Guidance","cardrooms-racetracks","Khmer",,,,"https://files.covid19.ca.gov/pdf/guidance-cardrooms-racetracks--km.pdf","2020-08-10 17:44:33 -0700"
"guidance-cardrooms-racetracks--hmn.pdf","guidance-cardrooms-racetracks--hmn.pdf","Guidance","cardrooms-racetracks","Hmong",,,,"https://files.covid19.ca.gov/pdf/guidance-cardrooms-racetracks--hmn.pdf","2020-08-10 17:44:33 -0700"
"guidance-cardrooms-racetracks--th.pdf","guidance-cardrooms-racetracks--th.pdf","Guidance","cardrooms-racetracks","Thai",,,,"https://files.covid19.ca.gov/pdf/guidance-cardrooms-racetracks--th.pdf","2020-08-10 17:44:33 -0700"
"guidance-cardrooms-racetracks--ko.pdf","guidance-cardrooms-racetracks--ko.pdf","Guidance","cardrooms-racetracks","Korean",,,,"https://files.covid19.ca.gov/pdf/guidance-cardrooms-racetracks--ko.pdf","2020-08-10 17:44:33 -0700"
"guidance-cardrooms-racetracks--hy.pdf","guidance-cardrooms-racetracks--hy.pdf","Guidance","cardrooms-racetracks","Armenian",,,,"https://files.covid19.ca.gov/pdf/guidance-cardrooms-racetracks--hy.pdf","2020-08-10 17:44:33 -0700"
"guidance-cardrooms-racetracks--vi.pdf","guidance-cardrooms-racetracks--vi.pdf","Guidance","cardrooms-racetracks","Vietnamese",,,,"https://files.covid19.ca.gov/pdf/guidance-cardrooms-racetracks--vi.pdf","2020-08-10 17:44:33 -0700"
"guidance-cardrooms-racetracks--tl.pdf","guidance-cardrooms-racetracks--tl.pdf","Guidance","cardrooms-racetracks","Tagalog",,,,"https://files.covid19.ca.gov/pdf/guidance-cardrooms-racetracks--tl.pdf","2020-08-10 17:44:33 -0700"
"guidance-cardrooms-racetracks--zh-hant.pdf","guidance-cardrooms-racetracks--zh-hant.pdf","Guidance","cardrooms-racetracks","Chinese-Traditional",,,,"https://files.covid19.ca.gov/pdf/guidance-cardrooms-racetracks--zh-hant.pdf","2020-08-10 17:44:33 -0700"
"guidance-childcare--en.pdf","guidance-childcare--en.pdf","Guidance","childcare","English",,,,"https://files.covid19.ca.gov/pdf/guidance-childcare--en.pdf","2020-07-17 12:28:54 -0700"
"checklist-childcare--en.pdf","checklist-childcare--en.pdf","Checklist","childcare","English",,,,"https://files.covid19.ca.gov/pdf/checklist-childcare--en.pdf","2020-07-20 09:54:02 -0700"
"guidance-schools-cohort-FAQ--hmn.pdf","guidance-schools-cohort-FAQ--hmn.pdf","Guidance","cohorts","Hmong",,,,"https://files.covid19.ca.gov/pdf/guidance-schools-cohort-FAQ--hmn.pdf","2020-10-09 15:40:00 -0700"
"guidance-schools-cohort-FAQ--th.pdf","guidance-schools-cohort-FAQ--th.pdf","Guidance","cohorts","Thai",,,,"https://files.covid19.ca.gov/pdf/guidance-schools-cohort-FAQ--th.pdf","2020-10-09 15:40:00 -0700"
"guidance-schools-cohort-FAQ--ar.pdf","guidance-schools-cohort-FAQ--ar.pdf","Guidance","cohorts","Arabic",,,,"https://files.covid19.ca.gov/pdf/guidance-schools-cohort-FAQ--ar.pdf","2020-10-09 15:40:00 -0700"
"guidance-schools-cohort-FAQ--vi.pdf","guidance-schools-cohort-FAQ--vi.pdf","Guidance","cohorts","Vietnamese",,,,"https://files.covid19.ca.gov/pdf/guidance-schools-cohort-FAQ--vi.pdf","2020-10-09 15:40:00 -0700"
"guidance-schools-cohort-FAQ--zh-hant.pdf","guidance-schools-cohort-FAQ--zh-hant.pdf","Guidance","cohorts","Chinese-Traditional",,,,"https://files.covid19.ca.gov/pdf/guidance-schools-cohort-FAQ--zh-hant.pdf","2020-10-09 15:40:00 -0700"
"guidance-schools-cohort-FAQ--en.pdf","guidance-schools-cohort-FAQ--en.pdf","Guidance","cohorts","English",,,,"https://files.covid19.ca.gov/pdf/guidance-schools-cohort-FAQ--en.pdf","2020-09-10 11:55:01 -0700"
"guidance-schools-cohort-FAQ--pa.pdf","guidance-schools-cohort-FAQ--pa.pdf","Guidance","cohorts","Punjabi",,,,"https://files.covid19.ca.gov/pdf/guidance-schools-cohort-FAQ--pa.pdf","2020-10-09 15:40:00 -0700"
"guidance-schools-cohort-FAQ--km.pdf","guidance-schools-cohort-FAQ--km.pdf","Guidance","cohorts","Khmer",,,,"https://files.covid19.ca.gov/pdf/guidance-schools-cohort-FAQ--km.pdf","2020-10-09 15:40:00 -0700"
"guidance-schools-cohort-FAQ--tl.pdf","guidance-schools-cohort-FAQ--tl.pdf","Guidance","cohorts","Tagalog",,,,"https://files.covid19.ca.gov/pdf/guidance-schools-cohort-FAQ--tl.pdf","2020-10-09 15:40:00 -0700"
"guidance-schools-cohort-FAQ--hy.pdf","guidance-schools-cohort-FAQ--hy.pdf","Guidance","cohorts","Armenian",,,,"https://files.covid19.ca.gov/pdf/guidance-schools-cohort-FAQ--hy.pdf","2020-10-09 15:40:00 -0700"
"guidance-schools-cohort-FAQ--es.pdf","guidance-schools-cohort-FAQ--es.pdf","Guidance","cohorts","Spanish",,,,"https://files.covid19.ca.gov/pdf/guidance-schools-cohort-FAQ--es.pdf","2020-10-09 15:40:00 -0700"
"guidance-schools-cohort-FAQ--ru.pdf","guidance-schools-cohort-FAQ--ru.pdf","Guidance","cohorts","Russian",,,,"https://files.covid19.ca.gov/pdf/guidance-schools-cohort-FAQ--ru.pdf","2020-10-09 15:40:00 -0700"
"guidance-schools-cohort-FAQ--zh-hans.pdf","guidance-schools-cohort-FAQ--zh-hans.pdf","Guidance","cohorts","Chinese-Simplified",,,,"https://files.covid19.ca.gov/pdf/guidance-schools-cohort-FAQ--zh-hans.pdf","2020-10-09 15:40:00 -0700"
"guidance-schools-cohort-FAQ--ko.pdf","guidance-schools-cohort-FAQ--ko.pdf","Guidance","cohorts","Korean",,,,"https://files.covid19.ca.gov/pdf/guidance-schools-cohort-FAQ--ko.pdf","2020-10-09 15:40:00 -0700"
"guidance-communications--hy.pdf","guidance-communications--hy.pdf","Guidance","communications","Armenian",,,,"https://files.covid19.ca.gov/pdf/guidance-communications--hy.pdf","2020-08-07 18:01:13 -0700"
"guidance-communications--ru.pdf","guidance-communications--ru.pdf","Guidance","communications","Russian",,,,"https://files.covid19.ca.gov/pdf/guidance-communications--ru.pdf","2020-08-07 18:01:13 -0700"
"guidance-communications--en.pdf","guidance-communications--en.pdf","Guidance","communications","English",,,,"https://files.covid19.ca.gov/pdf/guidance-communications--en.pdf","2020-08-03 14:23:21 -0700"
"guidance-communications--ar.pdf","guidance-communications--ar.pdf","Guidance","communications","Arabic",,,,"https://files.covid19.ca.gov/pdf/guidance-communications--ar.pdf","2020-08-02 23:46:16 -0700"
"guidance-communications--th.pdf","guidance-communications--th.pdf","Guidance","communications","Thai",,,,"https://files.covid19.ca.gov/pdf/guidance-communications--th.pdf","2020-08-07 18:01:13 -0700"
"guidance-communications--zh-hant.pdf","guidance-communications--zh-hant.pdf","Guidance","communications","Chinese-Traditional",,,,"https://files.covid19.ca.gov/pdf/guidance-communications--zh-hant.pdf","2020-08-07 18:01:13 -0700"
"guidance-communications--tl.pdf","guidance-communications--tl.pdf","Guidance","communications","Tagalog",,,,"https://files.covid19.ca.gov/pdf/guidance-communications--tl.pdf","2020-08-07 18:01:13 -0700"
"guidance-communications--hmn.pdf","guidance-communications--hmn.pdf","Guidance","communications","Hmong",,,,"https://files.covid19.ca.gov/pdf/guidance-communications--hmn.pdf","2020-08-07 18:01:13 -0700"
"guidance-communications--ko.pdf","guidance-communications--ko.pdf","Guidance","communications","Korean",,,,"https://files.covid19.ca.gov/pdf/guidance-communications--ko.pdf","2020-08-07 18:01:13 -0700"
